order_id,order_date,customer_id,customer_name,product_name,category,quantity,unit_price,total_sales,payment_method
A13820,29/01/2026,C2439,Julia Lewis,police,Electronics,4,31560.83,123795.49,COD
A13821,01/02/2026,C6427,David Welch,everybody,Fashion,1,38107.78,31693.00,Card
A13822,25/01/2026,C3754,Kelly Green,its,Electronics,5,2833.63,12651.33,Card
A13823,05/02/2026,C6215,Nicole Hunt,nature,Electronics,4,8233.20,26764.92,COD
A13824,09/01/2026,C5457,Travis Phillips,out,Home,2,6282.77,10224.53,UPI
A13825,29/01/2026,C3981,Misty Johnson,me,Home,1,39478.34,34422.21,Card
A13826,04/02/2026,C4582,Tina Porter,growth,Fashion,4,2321.03,8970.48,UPI
A13827,13/01/2026,C8821,Steven Thompson,before,Fashion,3,49604.39,126523.41,UPI
A13828,28/01/2026,C6085,Kristin Garcia,reveal,Home,3,38908.04,87676.65,NetBanking
A13829,31/01/2026,C3212,Julia Sanchez,energy,Fashion,3,23628.26,50473.46,COD
A13830,22/01/2026,C8419,Allison Vaughan,late,Home,4,1588.89,5067.27,UPI
A13831,28/01/2026,C6610,Mary Mccullough,drop,Electronics,3,30371.02,89408.53,NetBanking
A13832,09/02/2026,C6511,Carol Wang,sign,Fashion,1,19347.16,14837.91,COD
A13833,21/01/2026,C9955,Adrienne Herrera,reveal,Fashion,1,31945.81,30161.76,NetBanking
A13834,18/01/2026,C5300,Brenda Moore,indeed,Fashion,1,27522.13,26798.55,UPI
A13835,01/02/2026,C3884,Shelly Reid,base,Home,2,6837.36,12591.31,UPI
A13836,18/01/2026,C3312,Christopher Zamora Jr.,gas,Home,2,32552.47,46254.63,NetBanking
A13837,24/01/2026,C8449,Mark Hansen,security,Fashion,5,15116.90,71912.35,COD
A13838,29/01/2026,C3409,Jeffrey Hansen,whom,Fashion,3,7988.41,21415.38,UPI
A13839,15/01/2026,C5788,Alan Peck,she,Fashion,4,2935.55,10344.97,Card
A13840,25/01/2026,C1052,Louis Chung,because,Home,1,29880.58,29304.58,Card
A13841,10/02/2026,C6562,Suzanne Davenport,lot,Electronics,5,17326.31,71938.87,COD
A13842,30/01/2026,C5662,Michael Sanchez,which,Electronics,1,4054.99,3233.88,Card
A13843,18/01/2026,C4849,James Mcconnell,parent,Fashion,5,14394.94,67754.54,UPI
A13844,03/01/2026,C4201,Emily Baker,around,Electronics,5,18369.85,80891.37,Card
A13845,03/02/2026,C5411,Blake Arellano,call,Fashion,4,29168.84,107439.81,UPI
A13846,03/02/2026,C7509,Ryan Padilla,center,Home,4,32583.62,95224.57,NetBanking
A13847,03/02/2026,C4085,Samantha Pratt,court,Home,2,5102.31,9842.06,NetBanking
A13848,31/01/2026,C7045,Tina Barnes,bring,Electronics,1,49441.00,43137.59,NetBanking
A13849,28/01/2026,C2223,Joseph Herrera,base,Home,2,32791.21,64388.60,Card
A13850,09/02/2026,C9524,Thomas Cobb,choose,Fashion,3,10030.30,25367.69,Card
A13851,14/01/2026,C7806,Joshua Myers,main,Fashion,5,28197.24,122803.99,UPI
A13852,02/01/2026,C8398,Lonnie Powers,eat,Fashion,3,10296.14,22932.92,NetBanking
A13853,20/01/2026,C5859,Sarah Singleton,whether,Fashion,3,42267.01,90169.09,UPI
A13854,25/01/2026,C8302,Sarah Li,side,Fashion,2,10065.48,17987.24,NetBanking
A13855,23/01/2026,C3128,Shawn Roberts,participant,Fashion,1,21966.61,20893.76,UPI
A13856,20/01/2026,C7683,Brian Silva,second,Home,4,42329.32,138924.26,UPI
A13857,25/01/2026,C8540,Felicia Smith,hold,Home,4,43069.72,148302.75,UPI
A13858,10/01/2026,C5205,Katherine Cunningham,direction,Electronics,1,18245.74,12797.21,COD
A13859,08/01/2026,C6984,Jordan Hernandez,professor,Fashion,4,28205.32,81357.56,COD
A13860,06/02/2026,C1138,Joshua Smith,great,Home,3,45543.87,101162.81,UPI
A13861,02/02/2026,C9143,William Price,vote,Electronics,4,39563.63,140995.84,UPI
A13862,06/01/2026,C5389,Cheryl Fuller,note,Home,4,10825.92,43337.57,COD
A13863,27/01/2026,C2226,Olivia Hunter,religious,Fashion,2,44985.20,72953.60,COD
A13864,23/01/2026,C4120,Robert Hernandez,report,Fashion,5,42607.80,183242.28,UPI
A13865,05/02/2026,C4982,Kathryn Rice,million,Home,3,28016.01,73196.96,COD
A13866,24/01/2026,C2322,Ricardo Hayes,piece,Fashion,3,1203.66,3179.87,UPI
A13867,04/02/2026,C7994,Lisa Lopez,financial,Electronics,5,14254.71,64945.68,UPI
A13868,19/01/2026,C4924,Nicole Lin,personal,Fashion,1,1366.96,1345.03,COD
A13869,08/01/2026,C7586,Justin Smith,develop,Fashion,5,40110.86,168496.61,Card
A13870,02/02/2026,C7540,Kristen Rodriguez,too,Home,4,25550.88,73707.54,Card
A13871,18/01/2026,C2923,Ann Harris,treat,Electronics,1,22041.01,21302.43,UPI
A13872,23/01/2026,C1882,Matthew Russell,director,Electronics,2,6916.16,11559.14,COD
A13873,23/01/2026,C9259,Sara York,someone,Electronics,3,9620.21,28880.75,NetBanking
A13874,18/01/2026,C4797,John Hill,discover,Fashion,4,23529.87,90458.79,UPI
A13875,13/01/2026,C2651,Julia Obrien,rest,Electronics,5,13770.83,49032.50,NetBanking
A13876,16/01/2026,C6368,Kimberly Chung,according,Home,4,11104.90,31662.31,Card
A13877,19/01/2026,C5763,Michelle Dickerson,understand,Fashion,4,5667.36,22114.27,Card
A13878,09/02/2026,C8566,Jordan Banks,admit,Electronics,1,9313.27,7431.11,NetBanking
A13879,07/01/2026,C2300,Bryan Brown,wear,Home,5,45308.69,222047.77,COD
A13880,25/01/2026,C4094,Lisa Hays,human,Fashion,3,39947.32,103131.22,NetBanking
A13881,17/01/2026,C5291,Darrell Jordan,fear,Fashion,2,35328.82,64414.45,UPI
A13882,14/01/2026,C9133,David Gibson,yard,Fashion,2,22663.36,34538.49,COD
A13883,19/01/2026,C9406,Victor Berg,three,Electronics,2,18558.99,28665.41,COD
A13884,08/01/2026,C3241,Gregory Silva,lead,Electronics,5,26811.24,116699.73,COD
A13885,29/01/2026,C1530,Johnathan Grant,firm,Fashion,2,4164.47,8123.86,Card
A13886,16/01/2026,C7406,Audrey Snyder,stock,Home,1,6971.01,6437.76,COD
A13887,22/01/2026,C3255,Reginald Cain,like,Home,2,15493.36,27079.57,NetBanking
A13888,06/01/2026,C4714,Tina Peck,wonder,Fashion,5,4873.38,20086.01,COD
A13889,14/01/2026,C5774,Richard Green,able,Home,4,43697.38,167937.61,NetBanking
A13890,02/01/2026,C2180,Charles Calhoun,floor,Home,4,49946.46,143874.31,Card
A13891,24/01/2026,C7457,Kristin David,I,Electronics,5,2447.28,10429.06,COD
A13892,01/01/2026,C1446,David Martin,table,Fashion,5,23940.98,88668.63,Card
A13893,24/01/2026,C1123,Melinda Gross,order,Electronics,5,24182.49,117315.47,Card
A13894,15/01/2026,C2572,Lisa Contreras,natural,Fashion,5,19072.02,93477.34,COD
A13895,06/02/2026,C7515,Mark Love,then,Fashion,3,30332.96,89273.14,Card
A13896,05/01/2026,C9219,Tammy Gilmore,person,Electronics,2,43980.12,61633.90,COD
A13897,25/01/2026,C4528,Timothy Park,senior,Home,3,8831.00,19155.84,UPI
A13898,09/02/2026,C8846,Jennifer Smith,current,Home,2,34637.61,65900.85,COD
A13899,22/01/2026,C9542,Brandy Willis,number,Fashion,5,7670.10,27634.21,Card
A13900,19/01/2026,C1069,Sara Lambert,it,Fashion,1,13700.47,10624.03,Card
A13901,14/01/2026,C3982,Sabrina Figueroa,apply,Fashion,3,31137.39,66375.84,UPI
A13902,05/01/2026,C3780,Anne Payne,fine,Home,4,34009.18,127991.55,COD
A13903,17/01/2026,C8389,Steven Miller,include,Electronics,2,40285.50,68554.38,NetBanking
A13904,27/01/2026,C7783,William Cain,soon,Electronics,1,20215.67,15053.10,COD
A13905,09/02/2026,C7889,Mason Holmes,whether,Electronics,4,31651.58,105225.64,Card
A13906,17/01/2026,C2022,Matthew Best,hard,Electronics,5,47374.23,234575.90,Card
A13907,13/01/2026,C2320,Ronald Gibson,rate,Fashion,3,28555.88,70339.16,UPI
A13908,09/01/2026,C1655,Daniel Martinez,lose,Home,1,6030.69,5120.15,NetBanking
A13909,11/01/2026,C6547,Bradley Hartman,party,Electronics,1,24422.83,18151.23,Card
A13910,31/01/2026,C8262,Mark Burns,college,Home,4,23066.40,86786.40,NetBanking
A13911,27/01/2026,C1803,Pamela Espinoza,black,Fashion,1,33886.64,32233.84,NetBanking
A13912,27/01/2026,C7307,Nicholas Fields,visit,Home,5,29234.59,144744.33,NetBanking
A13913,06/02/2026,C3992,Steve Hendricks,just,Home,3,39886.78,89821.02,NetBanking
A13914,30/01/2026,C3002,Tyler Chapman,can,Fashion,4,1291.62,4935.15,NetBanking
A13915,01/02/2026,C7585,Charles Aguilar,central,Electronics,2,29579.15,52104.12,UPI
A13916,31/01/2026,C3796,Amber Cordova,some,Electronics,4,28616.44,107674.23,Card
A13917,23/01/2026,C8051,Sherry Francis,go,Electronics,1,41922.60,32010.10,NetBanking
A13918,04/02/2026,C6380,William Martinez,amount,Fashion,1,33871.83,32930.01,COD
A13919,04/01/2026,C3574,Carrie Leach,concern,Home,5,36673.37,161450.07,Card
A13920,09/02/2026,C9861,Larry Koch,drive,Fashion,3,17083.03,45134.35,COD
A13921,31/01/2026,C8326,Leslie Hernandez,she,Home,2,9411.79,14913.69,Card
A13922,28/01/2026,C5688,Erin Herrera,include,Home,1,28005.54,21989.29,Card
A13923,05/02/2026,C6388,Jermaine Miller,one,Electronics,5,20319.81,74226.20,UPI
A13924,29/01/2026,C6900,Rebecca Butler,hit,Home,1,9340.39,7057.40,NetBanking
A13925,03/01/2026,C8033,Grant Martinez MD,whole,Fashion,3,49326.38,118489.36,UPI
A13926,29/01/2026,C5559,Mary Clark,share,Electronics,1,39299.17,28713.44,NetBanking
A13927,27/01/2026,C8700,Robyn Fisher,type,Electronics,3,38003.35,88961.47,COD
A13928,04/01/2026,C1989,Nicole Melton MD,seek,Fashion,1,43572.93,40550.85,Card
A13929,10/01/2026,C3846,Melissa Glover,full,Electronics,2,28626.21,42467.12,COD
A13930,14/01/2026,C5468,Cynthia Rodriguez,nation,Electronics,3,39806.31,111133.05,COD
A13931,06/02/2026,C3295,Dillon Kelly,push,Fashion,1,34456.79,34185.87,UPI
A13932,08/01/2026,C5643,Lori Robinson,herself,Home,3,1651.00,4508.15,UPI
A13933,05/01/2026,C5278,George Prince,a,Fashion,3,10174.80,26940.74,Card
A13934,22/01/2026,C4764,Karen Anderson,responsibility,Electronics,1,17736.54,16097.10,Card
A13935,27/01/2026,C1321,Jose Foster,truth,Fashion,3,33975.54,91784.63,Card
A13936,06/02/2026,C3770,Antonio Kennedy,both,Home,2,16434.61,24739.85,NetBanking
A13937,10/01/2026,C4642,Nicole Young,present,Home,4,25870.22,89040.37,Card
A13938,22/01/2026,C5496,Joseph Sutton,knowledge,Home,2,31597.21,55017.79,Card
A13939,20/01/2026,C8675,Amy Fletcher,family,Home,5,14355.98,60346.72,COD
A13940,25/01/2026,C1269,Catherine Kennedy,always,Fashion,5,9501.60,35661.42,NetBanking
A13941,03/02/2026,C2592,Scott Howard,speech,Fashion,3,30199.96,72537.47,UPI
A13942,06/02/2026,C4300,Thomas Carter,design,Home,1,3621.32,3355.60,Card
A13943,04/01/2026,C3923,Melanie Horton,include,Home,3,15349.05,36969.33,COD
A13944,04/01/2026,C2298,Kimberly Morgan,center,Electronics,2,27876.28,41933.69,Card
A13945,23/01/2026,C2727,Leroy Turner,day,Electronics,4,46071.63,180657.71,NetBanking
A13946,07/02/2026,C6603,Jeff Flynn,region,Fashion,2,6414.80,9955.48,Card
A13947,21/01/2026,C2296,Alexis Brown,enough,Home,3,36931.46,82087.43,UPI
A13948,23/01/2026,C7141,Anna Whitney,sport,Home,4,39701.01,135066.45,UPI
A13949,25/01/2026,C1258,Jeffery Ward,pressure,Electronics,4,23579.20,90602.29,Card
A13950,21/01/2026,C6354,Amy Williams,five,Fashion,1,11618.83,10516.87,Card
A13951,04/02/2026,C8345,Kenneth Austin,own,Electronics,5,40794.99,193925.06,UPI
A13952,04/02/2026,C8629,Kathy Gray,thus,Fashion,5,32134.52,139899.52,Card
A13953,13/01/2026,C9033,Daniel Ward,you,Home,2,30116.48,51256.25,COD
A13954,22/01/2026,C3929,Brian Clark,whatever,Fashion,3,30553.24,67051.37,NetBanking
A13955,24/01/2026,C7895,Dana Reyes,factor,Home,4,18057.92,53583.87,COD
A13956,02/02/2026,C1766,Nathan Peters,yard,Electronics,3,32417.75,71039.51,UPI
A13957,12/01/2026,C5643,Erika Dudley,us,Electronics,3,17749.71,45360.25,COD
A13958,02/02/2026,C8959,Joe Andrews,outside,Home,2,46468.33,89284.11,NetBanking
A13959,28/01/2026,C2408,Catherine Roberts,agent,Fashion,1,16791.67,16238.47,COD
A13960,06/02/2026,C1293,Haley Willis,occur,Electronics,1,35177.50,25793.04,Card
A13961,29/01/2026,C9626,Deborah Ruiz,seven,Electronics,5,34415.90,166991.43,NetBanking
A13962,18/01/2026,C5748,Heather Knight,get,Electronics,4,3176.48,11331.46,NetBanking
A13963,19/01/2026,C9648,Joseph Cox,evidence,Fashion,3,46582.75,110460.33,NetBanking
A13964,28/01/2026,C9734,Joshua Lawrence,world,Home,1,30747.79,25946.49,Card
A13965,30/01/2026,C4434,Stephanie Rhodes,together,Home,5,46981.85,202076.64,COD
A13966,23/01/2026,C8744,April Black,scientist,Fashion,2,6881.28,11423.56,NetBanking
A13967,04/02/2026,C7120,David Alexander,make,Electronics,5,19916.42,90662.24,NetBanking
A13968,22/01/2026,C2620,Patrick Black,allow,Fashion,4,25501.87,81638.42,COD
A13969,03/01/2026,C1829,Kayla Cole,fact,Electronics,3,9709.60,26885.33,UPI
A13970,07/01/2026,C7664,Shannon Smith,fight,Home,1,34143.60,28091.86,NetBanking
A13971,20/01/2026,C9825,Lisa Allen,size,Electronics,4,12049.27,46323.11,UPI
A13972,08/01/2026,C2474,Sean Decker,head,Fashion,1,16830.97,14381.31,UPI
A13973,27/01/2026,C2523,Kelly Henry DDS,conference,Home,1,16501.83,16600.59,UPI
A13974,26/01/2026,C3733,Debbie Shepherd,kitchen,Home,3,16738.74,37713.89,COD
A13975,03/02/2026,C3262,Jessica Gonzalez,turn,Electronics,1,24464.88,20338.08,COD
A13976,08/02/2026,C9888,Marcus Nelson,per,Electronics,3,39521.14,104427.94,UPI
A13977,23/01/2026,C5330,Lindsey Owens,budget,Home,2,5607.48,9783.46,Card
A13978,05/01/2026,C1278,Ryan Sanchez,mean,Fashion,5,32726.26,162048.64,Card
A13979,15/01/2026,C8192,Ethan Warner,top,Home,2,33996.86,66035.27,Card
A13980,03/01/2026,C8709,Melissa Little,difference,Home,5,7495.24,34211.46,NetBanking
A13981,01/01/2026,C8623,Megan Williams,throughout,Fashion,2,47870.11,94807.87,Card
A13982,07/01/2026,C9857,Scott Harrison,key,Fashion,3,32929.47,94941.39,NetBanking
A13983,15/01/2026,C2182,Karen Young,mission,Electronics,3,24592.13,59098.02,COD
A13984,07/02/2026,C1949,Matthew Drake,relate,Fashion,3,38528.29,87897.61,NetBanking
A13985,20/01/2026,C2996,Noah Harper,either,Fashion,2,38208.82,74260.75,COD
A13986,07/01/2026,C7963,Kerri Lucero,director,Fashion,4,10224.40,38984.44,Card
A13987,02/01/2026,C7272,Patrick Baker,seem,Fashion,4,23559.02,73555.50,COD
A13988,29/01/2026,C6592,Linda Meyer,oil,Electronics,4,29962.66,113962.47,Card
A13989,12/01/2026,C3436,Michael Velez,see,Electronics,5,13201.44,63424.51,UPI
A13990,25/01/2026,C2000,Jessica Ferguson,system,Electronics,2,31257.53,47007.25,NetBanking
A13991,04/02/2026,C7087,Christopher Miller,discover,Electronics,2,13135.36,22907.47,Card
A13992,13/01/2026,C6137,Dana Carroll,police,Electronics,2,48833.06,87928.50,COD
A13993,02/01/2026,C6830,Phillip Hudson,wait,Electronics,2,1836.65,3244.80,NetBanking
A13994,17/01/2026,C5539,Sabrina James,admit,Electronics,4,23067.61,90461.16,Card
A13995,24/01/2026,C2592,Jeffrey Young,choice,Fashion,4,35096.52,104022.17,NetBanking
A13996,06/02/2026,C1076,Matthew Hammond,near,Home,5,418.25,1861.26,UPI
A13997,13/01/2026,C3305,Kathryn Smith,great,Fashion,1,20598.90,15108.89,Card
A13998,06/02/2026,C5221,Neil Martin,herself,Home,1,49699.81,47813.64,UPI
A13999,12/01/2026,C7382,Cynthia Cobb,especially,Fashion,2,7901.90,12227.19,NetBanking
A14000,06/02/2026,C6751,Michael Rogers,area,Home,5,44936.83,211271.30,NetBanking
A14001,12/01/2026,C1827,Michael Leon,similar,Home,5,30732.36,153731.87,UPI
A14002,02/01/2026,C9297,Erin Ramirez,cut,Home,5,39482.59,154044.93,UPI
A14003,30/01/2026,C3539,Austin Russell,history,Fashion,3,42982.89,123860.82,Card
A14004,28/01/2026,C2306,Valerie Mclean,until,Fashion,3,13598.71,30234.38,COD
A14005,18/01/2026,C9998,Lisa Wilson,continue,Home,5,37823.05,175997.31,UPI
A14006,18/01/2026,C4498,Billy Cortez,describe,Electronics,5,39339.13,151600.32,Card
A14007,03/01/2026,C6452,Danielle Hubbard,political,Fashion,3,3610.73,8252.16,Card
A14008,22/01/2026,C7646,Lisa Roach,home,Home,4,14131.41,51517.27,NetBanking
A14009,31/01/2026,C4200,Brenda Flynn,treatment,Electronics,1,15653.74,13078.71,UPI
A14010,03/01/2026,C9790,Holly Hunter,lose,Home,5,952.34,4642.23,Card
A14011,27/01/2026,C5263,Christine Hicks,suddenly,Fashion,3,4218.77,12105.63,UPI
A14012,04/01/2026,C3567,Jacqueline Mcconnell,hear,Home,2,7846.48,11603.07,UPI
A14013,16/01/2026,C2073,Michelle Williams,strategy,Home,5,12178.28,59734.46,Card
A14014,25/01/2026,C8007,Brian White,manage,Electronics,4,44819.20,141679.94,Card
A14015,05/02/2026,C4603,Jessica Martin,newspaper,Home,4,32359.46,97113.59,NetBanking
A14016,16/01/2026,C5321,Sandra Schroeder,box,Home,4,42937.38,144383.95,NetBanking
A14017,05/01/2026,C5961,Michael Walters,kind,Fashion,3,10801.85,26292.34,UPI
A14018,14/01/2026,C9159,Joshua Martin,new,Fashion,2,30590.15,59468.95,COD
A14019,08/02/2026,C3011,William Bailey,during,Home,1,24971.77,25027.53,COD
A14020,02/01/2026,C4809,Leslie Perry,tonight,Fashion,1,37248.10,32535.76,NetBanking
A14021,20/01/2026,C7961,Heidi Dalton,issue,Home,5,8944.42,44350.05,COD
A14022,20/01/2026,C6374,Megan Gonzalez,then,Fashion,5,13107.47,52558.90,NetBanking
A14023,15/01/2026,C9724,Joshua Russo,crime,Electronics,4,17876.03,65877.38,COD
A14024,03/02/2026,C3010,Eric Robertson,or,Home,4,6169.77,18794.95,UPI
A14025,18/01/2026,C4262,John Spears,share,Home,3,8651.64,19309.91,NetBanking
A14026,12/01/2026,C5418,Brent Rocha,than,Fashion,2,44385.68,68390.69,COD
A14027,25/01/2026,C7260,Jacob Keller,and,Fashion,4,42077.94,159997.74,COD
A14028,11/01/2026,C3734,Kathy Pearson,oil,Fashion,3,6371.60,14774.08,NetBanking
A14029,12/01/2026,C6259,Michele Lloyd,offer,Fashion,5,10510.65,42694.09,NetBanking
A14030,09/02/2026,C4474,Daniel Arnold,music,Electronics,5,45724.37,196724.34,COD
A14031,03/01/2026,C8377,Evan Roth,simple,Electronics,5,15903.11,73247.34,UPI
A14032,30/01/2026,C8773,Jason Smith,enter,Electronics,4,1902.84,7443.15,Card
A14033,01/02/2026,C6323,Teresa Roberts,learn,Fashion,1,46823.68,43190.49,Card
A14034,05/02/2026,C4964,Pamela Gould,study,Home,5,25918.58,116739.64,Card
A14035,01/02/2026,C9607,Teresa Davis,about,Home,1,12245.18,8853.52,COD
A14036,18/01/2026,C2280,Robert Anderson,really,Fashion,1,29194.56,27171.06,UPI
A14037,12/01/2026,C2488,Douglas Adams,how,Electronics,4,12030.30,47290.55,COD
A14038,07/02/2026,C6613,Christy Phillips,nearly,Electronics,4,32390.09,98576.15,UPI
A14039,26/01/2026,C2568,Ryan Smith,skin,Home,3,46952.99,115647.65,Card
A14040,01/01/2026,C3528,Anna Miller,notice,Fashion,3,10683.33,30475.93,Card
A14041,17/01/2026,C2834,Vincent Price,if,Home,5,36214.32,168430.22,UPI
A14042,06/02/2026,C3550,Nicholas Robertson,relationship,Electronics,5,19906.72,91653.22,Card
A14043,06/01/2026,C9517,Edward Barnes,two,Electronics,1,3661.35,2797.14,COD
A14044,15/01/2026,C1435,Stacy Anderson,mother,Home,1,1278.04,1373.26,Card
A14045,11/01/2026,C4564,Brandon Garcia,one,Fashion,1,43433.31,42608.78,Card
A14046,10/01/2026,C5411,Terry Davis,Mrs,Electronics,4,375.22,1438.89,UPI
A14047,21/01/2026,C4386,Meagan Ellis,it,Electronics,2,22528.37,38831.43,NetBanking
A14048,08/01/2026,C4855,Bryan Owens,candidate,Electronics,4,13821.70,49275.96,NetBanking
A14049,30/01/2026,C8515,Justin Li,enter,Home,5,44754.79,221583.07,Card
A14050,21/01/2026,C3226,Shelley Barr,by,Fashion,4,9876.17,36768.63,NetBanking
A14051,29/01/2026,C1587,Julia Carter,nearly,Home,1,46426.80,38109.04,COD
A14052,15/01/2026,C2565,Angela Dean,necessary,Home,5,47745.05,234062.39,COD
A14053,10/02/2026,C2569,Christopher Jacobson,whose,Electronics,5,25713.26,114523.99,UPI
A14054,07/01/2026,C1595,John Medina,yeah,Home,5,48600.41,192080.07,UPI
A14055,24/01/2026,C7018,Charles Romero,manage,Home,2,337.81,632.84,UPI
A14056,30/01/2026,C4267,John Wood,enjoy,Fashion,2,29945.49,50946.30,Card
A14057,19/01/2026,C8816,William Rhodes,you,Electronics,1,42317.38,38156.36,NetBanking
A14058,04/01/2026,C5199,Claudia Butler,property,Electronics,4,39092.21,125188.05,COD
A14059,23/01/2026,C4818,Mary Nelson,service,Home,5,10925.00,49221.56,Card
A14060,02/01/2026,C3789,Christian Nolan,return,Home,3,25496.49,75044.96,Card
A14061,19/01/2026,C7983,Evan Harris,world,Fashion,3,20119.81,43560.48,Card
A14062,25/01/2026,C2864,Victor Allison,well,Fashion,3,38159.22,93904.44,COD
A14063,04/02/2026,C6332,Jaclyn Cortez,American,Home,4,27040.96,107192.26,UPI
A14064,25/01/2026,C8910,Catherine Jones,follow,Electronics,1,43086.29,40125.41,UPI
A14065,06/02/2026,C9491,Joshua Drake,life,Electronics,1,15969.68,15741.98,COD
A14066,01/01/2026,C8250,Danielle Jacobs,majority,Fashion,3,10206.73,25560.23,NetBanking
A14067,18/01/2026,C2905,Steven Stout,feel,Home,5,2591.81,11139.88,NetBanking
A14068,29/01/2026,C3666,Katherine Ritter,when,Electronics,5,36163.00,173634.92,NetBanking
A14069,14/01/2026,C7381,Allison Franco,image,Electronics,3,39446.15,105402.02,Card
A14070,07/02/2026,C9635,Shelly Reed,middle,Fashion,1,14106.52,10229.70,UPI
A14071,08/02/2026,C2593,Mia Hayes DVM,benefit,Electronics,1,16257.07,15155.90,UPI
A14072,14/01/2026,C5871,Cynthia Clark,his,Home,1,23173.65,16988.91,UPI
A14073,10/02/2026,C8519,Valerie Lee,community,Home,3,3657.44,8889.34,COD
A14074,25/01/2026,C7047,Lori Conley,money,Electronics,1,37772.99,30310.11,COD
A14075,04/01/2026,C3530,Ashley Atkins,go,Electronics,2,8831.14,15043.80,UPI
A14076,03/01/2026,C4593,Maria Rangel,name,Electronics,1,1222.30,1064.07,UPI
A14077,22/01/2026,C5453,Alexander Paul,not,Home,5,30715.31,132138.59,COD
A14078,30/01/2026,C7997,Caleb Martinez,claim,Electronics,3,16474.17,43515.47,NetBanking
A14079,16/01/2026,C3009,Hannah Green,today,Electronics,4,16121.83,45176.29,COD
A14080,03/02/2026,C2306,Diane Cole,like,Home,1,16012.55,14825.87,UPI
A14081,07/02/2026,C8859,Antonio Wilson,guy,Home,2,27632.13,45459.02,Card
A14082,04/01/2026,C1084,Beth Pugh,threat,Fashion,4,32846.60,106460.36,Card
A14083,10/02/2026,C6434,Matthew Long,enough,Electronics,4,37491.25,130547.01,COD
A14084,18/01/2026,C7850,David Carter,major,Fashion,4,14403.63,51394.26,Card
A14085,05/02/2026,C7889,Kerry Russo,reason,Fashion,1,32350.48,23380.53,NetBanking
A14086,22/01/2026,C2695,Mrs. Sandra Berry,third,Fashion,5,21132.04,78227.34,NetBanking
A14087,09/02/2026,C4528,Aaron Dalton,green,Electronics,1,23192.53,20999.24,NetBanking
A14088,07/02/2026,C4455,Michael Williams,although,Fashion,3,33578.47,83661.52,NetBanking
A14089,30/01/2026,C9392,Elizabeth Grant,suffer,Electronics,4,17918.80,52418.75,COD
A14090,25/01/2026,C4506,Kayla Johnson,wall,Home,1,709.44,647.34,NetBanking
A14091,01/02/2026,C8164,Nicole Cox,call,Electronics,4,40686.42,141683.88,Card
A14092,03/02/2026,C9687,Tammy Mccarthy,pay,Fashion,2,28426.65,56986.21,Card
A14093,09/02/2026,C1623,David Wilson,both,Fashion,3,40579.55,91388.80,UPI
A14094,07/02/2026,C4536,Laurie Dunn,across,Home,2,14814.14,25870.85,COD
A14095,07/01/2026,C1636,Anthony Cox,maintain,Electronics,5,32798.20,150955.20,NetBanking
A14096,28/01/2026,C2660,Jacqueline Garrison,skill,Home,3,2168.76,4779.53,Card
A14097,26/01/2026,C2147,Edwin Miller,local,Fashion,1,4752.35,4033.98,NetBanking
A14098,29/01/2026,C7739,Patricia Guerrero,need,Fashion,4,16416.34,53323.79,NetBanking
A14099,02/01/2026,C6781,Barry Riley,pay,Home,1,41389.25,38946.67,NetBanking
A14100,06/01/2026,C8085,Sheryl Davis,read,Fashion,1,45885.05,36764.80,UPI
A14101,02/01/2026,C9866,Kimberly Huerta,drug,Fashion,5,48617.84,194606.91,Card
A14102,05/01/2026,C1510,Summer Mccann,sit,Home,4,4807.76,17590.88,Card
A14103,25/01/2026,C2950,Jessica Jones,care,Electronics,3,9510.99,21531.55,Card
A14104,11/01/2026,C3645,Lucas Osborn,leg,Electronics,5,2087.43,7558.93,COD
A14105,14/01/2026,C9943,Johnny Webb,produce,Home,5,31326.54,148896.48,COD
A14106,31/01/2026,C6252,Shane Allison,child,Fashion,5,37262.36,186378.88,COD
A14107,17/01/2026,C2867,Justin Gamble,gun,Electronics,1,17285.70,12658.73,NetBanking
A14108,21/01/2026,C2381,Henry Romero,song,Fashion,5,5833.50,22214.62,COD
A14109,25/01/2026,C1627,Diana Bailey,ask,Electronics,4,5039.75,19796.95,UPI
A14110,22/01/2026,C6780,Marc Woodard,section,Electronics,4,10318.80,36039.04,Card
A14111,18/01/2026,C1932,Todd Martinez,others,Electronics,5,29828.40,117951.56,COD
A14112,14/01/2026,C9416,Gloria Sullivan,occur,Fashion,5,42572.12,153325.14,COD
A14113,10/01/2026,C8712,Kim Nguyen,turn,Home,1,21806.22,15721.31,NetBanking
A14114,08/02/2026,C7153,Catherine Evans,share,Electronics,2,38312.41,57597.31,UPI
A14115,07/01/2026,C3897,Sharon Benson,international,Home,4,19940.99,57567.51,NetBanking
A14116,12/01/2026,C7455,Mrs. Amanda Pratt,listen,Home,4,13506.67,47564.15,NetBanking
A14117,22/01/2026,C8018,Jaime Santos,girl,Home,5,31099.01,115152.52,UPI
A14118,13/01/2026,C6140,Richard Frank,word,Fashion,1,446.58,555.71,NetBanking
A14119,10/02/2026,C4590,Ricky Goodman,tree,Fashion,2,33960.22,55767.65,NetBanking
A14120,01/01/2026,C2805,Cindy Hill,music,Electronics,4,24167.52,81287.75,UPI
A14121,28/01/2026,C5302,Jesse Patrick,everyone,Fashion,5,2258.58,8558.88,NetBanking
